First Name,Last Name,Email,Location,Sector,Major Expertise,Minor Expertise,Min Salary,Max Salary,Years Experience,WFH Days,Skills,Job Type,Last Moved Years,Move Status
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Consultancy,['Consultancy' 'Broker'],24000,29233.53943,0,4,['Excel' 'Model Building'],Permanent,0,Urgently Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker' 'Commercial Lines'],140000,172624.8591,8,4,"['Reinsurance Pricing' 'Consultancy' 'Tyche' 'Radar' 'Head of Capital'
 'Managerial' 'Head of Pricing' 'R' 'Head of Reserving'
 'Long-Tail Pricing']",Contractor,2,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Personal Lines,['Consultancy' 'Personal Lines' 'Reinsurance Broker'],62000,78671.50218,4,4,['Reinsurance Pricing' 'Long-Tail Pricing' 'Lloyds' 'Managerial' 'Excel'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Reinsurer,['Reinsurer'],22000,26169.13912,0,5,['Model Building' 'Data Science' 'Emblem'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Commercial Lines,"[""Lloyd's Syndicate"" 'Commercial Lines' 'Regulator']",38000,44920.46791,2,4,['Consultancy' 'Tyche' 'Managerial' 'Model Building'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Broker,['Broker'],141000,159094.4158,7,5,['Head of Pricing' 'R'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Broker,['Broker'],21000,26880.59988,0,4,['Data Science' 'Long-Tail Pricing' 'Excel' 'Emblem'],Permanent,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Broker,['Personal Lines' 'Commercial Lines' 'Broker'],26000,29585.19874,1,5,['Long-Tail Pricing' 'Radar'],Contractor,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Consultancy,['Personal Lines' 'Consultancy' 'Regulator'],25000,30394.25381,1,5,"['R' 'Short-Tail Pricing' 'Personal Lines' 'Tyche' 'Model Building'
 'Long-Tail Pricing' 'Data Science']",Permanent,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Consultancy,['Consultancy'],158000,193350.9156,10,4,"['Chief Actuary' 'Long-Tail Pricing' 'Radar' 'Excel' 'Model Building'
 'Lloyds' 'Head of Pricing' 'Head of Reserving' 'Tyche']",Contractor,7,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Regulator,['Regulator' 'Reinsurer'],168000,212454.3479,9,0,['Model Building' 'Short-Tail Pricing' 'Consultancy'],Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,Reinsurance Broker,['Reinsurance Broker' 'Regulator' 'Reinsurer'],120000,148155.0654,8,1,"['Tyche' 'R' 'Chief Actuary' 'Radar' 'Short-Tail Pricing' 'Lloyds'
 'Head of Pricing' 'Head of Capital' 'Model Building' 'Consultancy']",Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Consultancy,['Consultancy' 'Personal Lines' 'Regulator'],30000,34106.32234,2,0,['Short-Tail Pricing' 'Reinsurance Pricing' 'Python' 'Lloyds'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Reinsurer,"['Reinsurer' ""Lloyd's Syndicate""]",42000,49589.57098,3,3,"['Radar' 'Lloyds' 'Long-Tail Pricing' 'Short-Tail Pricing' 'Consultancy'
 'R' 'Managerial' 'Python']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Reserving,Reinsurer,['Reinsurer' 'London Market'],65000,71821.28713,4,0,['Managerial' 'Tyche'],Contractor,2,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Reinsurance Broker,['London Market' 'Reinsurance Broker'],34000,41247.02515,2,5,['R' 'Model Building' 'Python' 'Excel' 'Short-Tail Pricing' 'Managerial'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Commercial Lines,['Broker' 'Commercial Lines'],22000,27457.07389,0,2,['Python' 'Excel'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,Reinsurer,['Consultancy' 'Reinsurer' 'Regulator'],58000,66572.29074,3,5,['Python' 'Managerial' 'Tyche'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Regulator,"[""Lloyd's Syndicate"" 'Reinsurer' 'Regulator']",53000,62899.59123,3,0,['Model Building' 'Consultancy' 'Python' 'Managerial' 'R'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Commercial Lines' 'Reinsurance Broker']",30000,38676.12391,2,1,"['Managerial' 'Model Building' 'R' 'Reinsurance Pricing'
 'Long-Tail Pricing' 'Consultancy' 'Tyche' 'Lloyds' 'Excel' 'Python']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,London Market,['Reinsurance Broker' 'London Market'],20000,24591.89724,0,0,['Python' 'Excel'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,London Market,['London Market' 'Regulator' 'Broker'],78000,97288.67096,4,5,['Reinsurance Pricing' 'Model Building'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,London Market,['London Market'],31000,35427.05161,2,0,['Python' 'Managerial' 'R' 'Lloyds'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Capital Modelling,Personal Lines,['Personal Lines' 'Consultancy' 'Broker'],129000,145112.5192,8,0,"['Long-Tail Pricing' 'Model Building' 'Lloyds' 'R' 'Tyche'
 'Head of Pricing' 'Short-Tail Pricing' 'Python' 'Managerial']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,Reinsurer,['Reinsurer'],163000,196363.5725,10,0,"['Excel' 'Chief Actuary' 'Long-Tail Pricing' 'Head of Reserving'
 'Consultancy' 'Tyche' 'Lloyds']",Permanent,6,Urgently Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Personal Lines']",25000,31592.96569,1,1,['Broker' 'Radar' 'Data Science' 'R' 'Long-Tail Pricing' 'Tyche' 'Excel'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Consultancy,"['Reinsurance Broker' ""Lloyd's Syndicate"" 'Consultancy']",27000,31408.50527,1,3,"['Excel' 'Short-Tail Pricing' 'R' 'Radar' 'Personal Lines'
 'Model Building' 'Long-Tail Pricing' 'Business Planning' 'Data Science']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Commercial Lines,['Commercial Lines'],169000,201107.852,9,0,['Chief Actuary' 'Lloyds' 'R' 'Short-Tail Pricing' 'Head of Pricing'],Permanent,4,Urgently Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Reinsurer,['Regulator' 'Reinsurer'],83000,95444.20097,5,3,['Short-Tail Pricing' 'R' 'Managerial' 'Python' 'Model Building'],Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Commercial Lines,['Consultancy' 'Commercial Lines'],110000,133217.7155,6,0,['Tyche' 'R' 'Excel' 'Head of Pricing' 'Radar'],Contractor,1,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Lloyd's Syndicate,"['Reinsurance Broker' ""Lloyd's Syndicate""]",69000,89329.09396,4,0,['Short-Tail Pricing' 'Tyche'],Contractor,3,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker'],169000,210237.758,9,4,['Head of Pricing' 'Long-Tail Pricing' 'Head of Capital' 'Chief Actuary'],Permanent,8,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Lloyd's Syndicate,"['Personal Lines' ""Lloyd's Syndicate""]",104000,121498.8439,6,0,"['Head of Reserving' 'Lloyds' 'Head of Pricing' 'Long-Tail Pricing'
 'Short-Tail Pricing' 'Python' 'Tyche' 'Managerial' 'Radar'
 'Reinsurance Pricing']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Broker,['Consultancy' 'Broker'],101000,121821.8957,7,0,"['Short-Tail Pricing' 'Reinsurance Pricing' 'Head of Capital' 'Managerial'
 'R' 'Long-Tail Pricing']",Contractor,5,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Reinsurance Broker,['Broker' 'Personal Lines' 'Reinsurance Broker'],25000,32288.60451,1,3,['Long-Tail Pricing' 'Personal Lines'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Consultancy,['London Market' 'Consultancy'],112000,126139.8906,8,2,"['Head of Pricing' 'Python' 'Long-Tail Pricing' 'Chief Actuary'
 'Consultancy' 'Managerial']",Contractor,8,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,Consultancy,['Consultancy'],89000,100142.6278,6,4,"['Excel' 'Tyche' 'Managerial' 'Python' 'R' 'Lloyds' 'Head of Pricing'
 'Radar' 'Head of Reserving' 'Head of Capital' 'Short-Tail Pricing']",Contractor,3,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Reinsurance Broker,['Reinsurance Broker' 'Commercial Lines'],88000,108747.7567,7,3,"['Reinsurance Pricing' 'Head of Pricing' 'Consultancy' 'Python'
 'Head of Capital' 'Long-Tail Pricing' 'Model Building']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Commercial Lines,['Reinsurer' 'Commercial Lines'],52000,59916.51713,3,1,['Short-Tail Pricing' 'Model Building' 'Tyche'],Contractor,2,Urgently Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Commercial Lines,['Broker' 'Commercial Lines'],85000,108016.0111,7,4,"['Consultancy' 'Lloyds' 'Model Building' 'Managerial' 'Long-Tail Pricing'
 'Excel' 'Reinsurance Pricing' 'Head of Capital' 'Short-Tail Pricing']",Contractor,3,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Consultancy,['Consultancy'],111000,128044.0765,6,5,"['Tyche' 'Managerial' 'Lloyds' 'Model Building' 'Long-Tail Pricing'
 'Short-Tail Pricing' 'Reinsurance Pricing' 'Head of Reserving'
 'Head of Capital' 'Head of Pricing']",Contractor,1,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,London Market,['London Market'],81000,105200.4357,5,1,['Radar' 'R'],Permanent,4,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Personal Lines,['Personal Lines'],46000,56850.30016,3,4,"['Python' 'Consultancy' 'Reinsurance Pricing' 'R' 'Long-Tail Pricing'
 'Model Building' 'Tyche' 'Radar' 'Short-Tail Pricing' 'Lloyds'
 'Managerial']",Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,London Market,['London Market'],145000,164390.4207,8,0,"['Head of Pricing' 'R' 'Head of Reserving' 'Reinsurance Pricing'
 'Chief Actuary' 'Lloyds' 'Tyche' 'Excel' 'Managerial' 'Consultancy']",Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Regulator,"['Regulator' ""Lloyd's Syndicate"" 'Personal Lines']",97000,125252.0419,7,5,"['Reinsurance Pricing' 'Lloyds' 'Head of Capital' 'Short-Tail Pricing'
 'Python' 'Consultancy' 'Managerial' 'Tyche' 'R']",Permanent,7,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Commercial Lines,['Consultancy' 'Commercial Lines'],21000,26513.25621,0,4,['Python' 'Long-Tail Pricing'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Reinsurer,['Reinsurer'],158000,183645.5025,9,5,"['Python' 'Radar' 'Short-Tail Pricing' 'Model Building'
 'Head of Reserving' 'Tyche']",Permanent,6,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Consultancy,['Regulator' 'Consultancy'],104000,132149.932,5,4,['Short-Tail Pricing' 'Tyche' 'Radar'],Permanent,5,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Consultancy,['Consultancy' 'Reinsurance Broker'],131000,158522.9969,8,4,"['Long-Tail Pricing' 'Reinsurance Pricing' 'Head of Capital'
 'Short-Tail Pricing' 'Head of Pricing']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Personal Lines,['Personal Lines'],21000,25545.45056,0,1,['Python' 'Long-Tail Pricing' 'Excel' 'Model Building'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Broker,['Broker'],35000,42455.66641,2,1,"['Consultancy' 'Long-Tail Pricing' 'Lloyds' 'Short-Tail Pricing' 'Python'
 'Tyche' 'R' 'Managerial' 'Model Building']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Broker,['Broker' 'Consultancy' 'Regulator'],190000,216185.1994,10,3,"['Head of Capital' 'Managerial' 'Model Building' 'Head of Pricing'
 'Head of Reserving' 'Python' 'Short-Tail Pricing' 'Consultancy' 'Excel'
 'Radar']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Consultancy,['Consultancy'],71000,83925.08231,4,3,['Python' 'Tyche' 'R' 'Long-Tail Pricing' 'Lloyds'],Permanent,3,Urgently Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Regulator,['Regulator' 'Consultancy'],106000,128157.2717,5,4,['Lloyds' 'Managerial' 'Consultancy' 'Python' 'Short-Tail Pricing'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Regulator,['Regulator'],155000,181267.4882,10,3,"['Reinsurance Pricing' 'Excel' 'Long-Tail Pricing' 'Head of Reserving'
 'Radar' 'Head of Pricing' 'R' 'Model Building' 'Head of Capital'
 'Managerial' 'Tyche' 'Python' 'Consultancy']",Permanent,4,Unlikely to Move
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Regulator,['London Market' 'Regulator'],22000,28411.7703,0,4,['Python' 'Excel' 'Emblem'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Consultancy,['Consultancy'],142000,156810.3746,10,4,"['Long-Tail Pricing' 'Tyche' 'Excel' 'Python' 'Chief Actuary'
 'Short-Tail Pricing' 'Head of Pricing' 'Managerial' 'Head of Capital' 'R']",Permanent,6,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Broker,['Broker'],20000,25054.06135,0,2,['Long-Tail Pricing' 'Python' 'Model Building' 'Excel'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Consultancy,['Consultancy'],144000,184155.6781,9,5,"['Managerial' 'Excel' 'Head of Capital' 'Python' 'Head of Pricing' 'Radar'
 'Tyche' 'Short-Tail Pricing']",Permanent,7,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Personal Lines,"['Broker' 'Personal Lines' ""Lloyd's Syndicate""]",174000,214881.0162,9,2,"['Chief Actuary' 'Reinsurance Pricing' 'Head of Pricing' 'R'
 'Head of Capital' 'Short-Tail Pricing' 'Radar']",Permanent,4,Urgently Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Personal Lines,['Broker' 'Personal Lines' 'London Market'],75000,97065.86566,4,5,"['Python' 'Managerial' 'Lloyds' 'Long-Tail Pricing' 'Consultancy' 'R'
 'Reinsurance Pricing']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Consultancy,['Consultancy' 'Personal Lines'],21000,26530.56334,0,3,['Model Building' 'Emblem' 'Excel' 'Python' 'Data Science'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Commercial Lines' 'Regulator']",30000,34543.82511,2,1,['Short-Tail Pricing' 'R'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Consultancy,"[""Lloyd's Syndicate"" 'London Market' 'Consultancy']",103000,129494.1204,7,4,"['Head of Pricing' 'Short-Tail Pricing' 'Lloyds' 'Radar' 'Consultancy'
 'Managerial' 'Reinsurance Pricing' 'Head of Capital' 'Tyche'
 'Model Building']",Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker'],29000,35793.51512,1,1,"['Data Science' 'Tyche' 'Business Planning' 'Model Building' 'Radar'
 'Long-Tail Pricing' 'Personal Lines' 'Broker' 'Short-Tail Pricing' 'R']",Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Broker,['Broker' 'Reinsurer'],74000,86244.00007,7,3,"['R' 'Tyche' 'Reinsurance Pricing' 'Consultancy' 'Lloyds' 'Python'
 'Short-Tail Pricing' 'Head of Pricing' 'Long-Tail Pricing'
 'Model Building' 'Head of Reserving' 'Radar']",Contractor,3,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Reinsurer,['Reinsurer'],116000,129864.4016,8,1,['R' 'Consultancy' 'Short-Tail Pricing' 'Head of Capital' 'Tyche' 'Lloyds'],Permanent,7,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Personal Lines,['Personal Lines' 'Reinsurance Broker' 'Regulator'],159000,187928.0917,9,4,['Radar' 'Model Building' 'Reinsurance Pricing'],Permanent,9,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Regulator,"['Regulator' ""Lloyd's Syndicate""]",142000,182296.7937,9,4,"['R' 'Radar' 'Excel' 'Consultancy' 'Long-Tail Pricing'
 'Short-Tail Pricing' 'Managerial' 'Head of Capital']",Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker' 'Broker'],27000,33830.66833,1,1,"['Short-Tail Pricing' 'Personal Lines' 'R' 'Business Planning'
 'Long-Tail Pricing']",Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Commercial Lines,"['Broker' 'Commercial Lines' ""Lloyd's Syndicate""]",24000,31028.09305,0,2,['Data Science' 'Model Building'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Reinsurer,['London Market' 'Broker' 'Reinsurer'],144000,182324.2682,9,2,['Tyche' 'Reinsurance Pricing'],Contractor,7,Urgently Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Personal Lines,['Personal Lines'],34000,38801.12149,2,0,['Excel' 'Managerial'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Broker,['Reinsurance Broker' 'Broker' 'Commercial Lines'],25000,27851.75347,1,2,"['Model Building' 'Broker' 'Tyche' 'Business Planning' 'Personal Lines'
 'Short-Tail Pricing']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Regulator,['Reinsurance Broker' 'Regulator'],143000,182143.5944,9,5,"['Chief Actuary' 'Head of Capital' 'R' 'Tyche' 'Lloyds'
 'Short-Tail Pricing' 'Radar' 'Managerial' 'Reinsurance Pricing'
 'Long-Tail Pricing']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Commercial Lines,['Commercial Lines'],36000,42153.64445,2,5,['Managerial' 'Excel' 'Python' 'R' 'Model Building'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Commercial Lines,['Broker' 'Commercial Lines'],102000,114762.4661,5,2,"['R' 'Reinsurance Pricing' 'Lloyds' 'Model Building' 'Excel'
 'Long-Tail Pricing' 'Managerial' 'Tyche']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Commercial Lines,['Commercial Lines'],34000,37772.88999,2,4,"['Python' 'Consultancy' 'Radar' 'Long-Tail Pricing' 'Tyche'
 'Reinsurance Pricing' 'Managerial' 'Excel' 'Short-Tail Pricing']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Capital Modelling,Broker,['Broker' 'Commercial Lines' 'Reinsurer'],79000,95346.78591,5,2,"['Short-Tail Pricing' 'R' 'Long-Tail Pricing' 'Reinsurance Pricing'
 'Tyche' 'Model Building' 'Lloyds' 'Excel' 'Radar']",Permanent,2,Unlikely to Move
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Broker,['Regulator' 'Broker'],148000,183654.9647,8,3,['Head of Capital' 'Lloyds' 'Radar' 'Managerial' 'Reinsurance Pricing'],Permanent,6,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Reinsurance Broker,['Reinsurance Broker'],78000,98100.81849,6,1,"['R' 'Lloyds' 'Reinsurance Pricing' 'Model Building' 'Long-Tail Pricing'
 'Python' 'Head of Capital' 'Head of Pricing' 'Tyche' 'Short-Tail Pricing'
 'Head of Reserving']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Lloyd's Syndicate,"['Broker' 'Reinsurance Broker' ""Lloyd's Syndicate""]",76000,88526.28992,4,5,['Reinsurance Pricing' 'R' 'Excel'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Reinsurer,['Reinsurer' 'Personal Lines' 'Commercial Lines'],90000,99249.08634,5,3,['Model Building' 'Long-Tail Pricing'],Contractor,0,Urgently Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker' 'Regulator'],146000,162028.0202,9,2,['Lloyds' 'Model Building' 'Head of Pricing' 'Tyche' 'R'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Regulator,"['Regulator' ""Lloyd's Syndicate""]",138000,179111.6564,7,3,['Lloyds' 'Model Building' 'Head of Reserving'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Broker']",75000,85852.87409,4,3,"['Python' 'Lloyds' 'Short-Tail Pricing' 'Tyche' 'Model Building' 'Radar'
 'Excel' 'Managerial' 'R' 'Consultancy']",Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Personal Lines,['Personal Lines'],124000,138411.6364,7,2,['Consultancy' 'Model Building' 'Managerial' 'Head of Capital' 'R'],Permanent,7,Unlikely to Move
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,Broker,['Broker'],178000,219073.0073,10,3,['Head of Capital' 'Lloyds'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Personal Lines,['Broker' 'Personal Lines' 'London Market'],144000,181701.3941,9,2,['Chief Actuary' 'Consultancy' 'Python' 'Reinsurance Pricing'],Permanent,7,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Reinsurer,['Regulator' 'Reinsurer' 'Personal Lines'],184000,205659.7266,10,3,['R' 'Head of Capital' 'Long-Tail Pricing' 'Short-Tail Pricing' 'Python'],Contractor,1,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Commercial Lines,['Commercial Lines'],79000,100863.9745,4,1,['R' 'Model Building' 'Short-Tail Pricing' 'Reinsurance Pricing'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Consultancy,['Personal Lines' 'Consultancy' 'Reinsurance Broker'],129000,160712.9088,6,3,"['Tyche' 'Python' 'R' 'Head of Pricing' 'Lloyds' 'Short-Tail Pricing'
 'Managerial' 'Excel' 'Radar' 'Model Building' 'Long-Tail Pricing']",Contractor,4,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Consultancy,"['Consultancy' ""Lloyd's Syndicate"" 'Commercial Lines']",183000,220266.1,10,4,"['Radar' 'Reinsurance Pricing' 'R' 'Tyche' 'Python' 'Consultancy'
 'Short-Tail Pricing' 'Lloyds' 'Long-Tail Pricing' 'Chief Actuary'
 'Managerial']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Personal Lines,['Personal Lines'],24000,26760.09407,0,0,['Long-Tail Pricing' 'Python'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Personal Lines,['Reinsurer' 'Reinsurance Broker' 'Personal Lines'],24000,28045.61945,0,3,['Excel' 'Python' 'Long-Tail Pricing' 'Data Science' 'Emblem'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Reinsurer,['Regulator' 'Reinsurer' 'Broker'],160000,207012.0489,10,0,"['R' 'Python' 'Radar' 'Short-Tail Pricing' 'Excel' 'Reinsurance Pricing'
 'Managerial' 'Model Building' 'Chief Actuary' 'Consultancy'
 'Head of Pricing' 'Head of Reserving']",Permanent,5,Urgently Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Reserving,Commercial Lines,['London Market' 'Commercial Lines'],23000,29435.17406,0,2,['Model Building' 'Python'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,London Market,['London Market'],29000,34105.82472,1,1,"['Radar' 'Data Science' 'Business Planning' 'Short-Tail Pricing'
 'Personal Lines']",Contractor,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Regulator,['Regulator'],25000,32043.07217,1,5,['Data Science' 'Excel'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Regulator,['Regulator'],25000,30623.0816,1,1,['Excel' 'Short-Tail Pricing'],Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Broker,['Broker'],35000,44498.26941,2,4,['R' 'Consultancy' 'Python'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,Commercial Lines,['Commercial Lines' 'Regulator'],142000,161716.2091,9,1,"['Head of Pricing' 'Long-Tail Pricing' 'Lloyds' 'Model Building'
 'Head of Reserving' 'Managerial' 'Tyche']",Contractor,2,Open Minded
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Lloyd's Syndicate,"['London Market' 'Regulator' ""Lloyd's Syndicate""]",23000,26146.38838,0,0,['Long-Tail Pricing' 'Data Science' 'Emblem' 'Python' 'Excel'],Permanent,0,Actively Looking
